UniqueCASEID,WGTCDTR_D,VEHNO,VEHNO,FUELCAP1,FUELCAP2,FUELGT2,FUELLOC1,FUELLOC2,FUELTNK1,FUELTNK2,FUELTYP1,FUELTYP2,ORIGAVTW,PSU,RATWGT,STRATIF,WHEELBAS
76J43,6000 lbs & Under,2,2,2,0,0,1,0,1,0,1,0,151,43,39.096,J,269
76J50,Passenger Vehicle,1,1,3,0,0,4,0,2,0,1,0,149,50,6.594,J,262
76J50,Passenger Vehicle,2,2,2,0,0,4,0,2,0,1,0,153,50,6.594,J,270
76J72,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,141,72,11.605,J,257
76J72,Passenger Vehicle,2,2,2,0,0,1,0,1,0,1,0,164,72,11.605,J,291
76K41,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,155,41,32.42,K,269
76K45,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,141,45,28.854,K,263
77A48,6001-10000 Lbs,1,1,2,0,0,5,0,2,0,1,0,158,48,249.16,A,328
77A75,6000 lbs & Under,1,1,2,0,0,4,0,2,0,1,0,160,75,32.688,A,305
77A75,6001-10000 Lbs,2,2,4,0,0,5,0,2,0,1,0,173,75,32.688,A,357
77C9,Passenger Vehicle,1,1,3,0,0,1,0,2,0,1,0,154,9,19.198,C,257
77C9,Passenger Vehicle,2,2,4,0,0,4,0,2,0,1,0,149,9,19.198,C,260
77D47,6001-10000 Lbs,1,1,3,0,0,1,0,1,0,1,0,149,47,195.192,D,254
77D50,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,143,50,37.493,D,260
77D50,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,142,50,37.493,D,263
77D72,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,153,72,46.713,D,281
7.70E+03,Passenger Vehicle,1,1,3,0,0,1,0,1,0,1,0,149,2,210.755,E,265
7.70E+03,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,157,2,210.755,E,276
77F13,6000 lbs & Under,1,1,4,0,0,4,0,1,0,1,0,162,13,252.115,F,288
77F13,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,147,13,252.115,F,252
77F73,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,158,73,1057.777,F,277
77F73,6000 lbs & Under,2,2,6,0,0,4,0,1,0,1,0,158,73,1057.777,F,305
77F76,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,156,76,206.972,F,281
77F79,Passenger Vehicle,2,2,2,0,0,5,0,1,0,1,0,144,79,173.216,F,243
77G49,6001-10000 Lbs,1,1,4,0,0,5,0,2,0,1,0,168,49,296.667,G,357
77G49,6000 lbs & Under,2,2,4,0,0,5,0,2,0,1,0,147,49,296.667,G,319
77G8,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,151,8,1302.975,G,263
77H12,6000 lbs & Under,1,1,4,0,0,4,0,1,0,1,0,155,12,585.569,H,303
77H12,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,146,12,585.569,H,247
77H4,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,147,4,352.672,H,254
77J43,6001-10000 Lbs,1,1,4,0,0,5,0,2,0,1,0,167,43,39.096,J,365
77K11,6000 lbs & Under,1,1,2,0,0,1,0,1,0,1,0,147,11,31.545,K,258
77K11,6000 lbs & Under,2,2,2,0,0,4,0,2,0,1,0,154,11,31.545,K,283
77K74,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,142,74,9.057,K,257
77K74,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,150,74,9.057,K,262
77K74,6000 lbs & Under,3,3,4,0,0,5,0,1,0,1,0,160,74,9.057,K,298
78B12,6000 lbs & Under,1,1,4,0,0,5,0,2,0,1,0,141,12,25.574,B,318
78C2,Passenger Vehicle,2,2,2,0,0,8,0,1,0,1,0,153,2,43.46,C,270
78C4,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,145,4,10.522,C,260
78C4,6000 lbs & Under,2,2,4,0,0,5,0,1,0,1,0,160,4,10.522,C,288
78C41,Passenger Vehicle,1,1,3,0,0,6,0,1,0,1,0,148,41,50.91,C,273
78C41,Passenger Vehicle,2,2,3,0,0,1,0,1,0,1,0,149,41,50.91,C,266
78C48,Passenger Vehicle,1,1,3,0,0,1,0,2,0,1,0,154,48,671.799,C,257
78C48,6000 lbs & Under,2,2,2,0,0,5,0,2,0,1,0,149,48,671.799,C,259
7.80E+12,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,148,11,479.517,E,262
7.80E+06,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,148,5,661.141,E,261
7.80E+06,6000 lbs & Under,2,2,2,0,0,2,0,2,0,1,0,149,5,661.141,E,258
7.80E+09,6001-10000 Lbs,1,1,4,2,0,5,1,1,1,1,1,171,8,307.864,E,338
7.80E+09,6000 lbs & Under,2,2,3,0,0,4,0,1,0,1,0,148,8,307.864,E,252
7.80E+10,Passenger Vehicle,1,1,3,0,0,5,0,2,0,1,0,145,9,561.266,E,264
7.80E+10,Passenger Vehicle,2,2,2,0,0,4,0,2,0,1,0,153,9,561.266,E,274
78F13,6000 lbs & Under,1,1,4,0,0,5,0,2,0,1,0,145,13,252.115,F,290
78F6,6000 lbs & Under,2,2,4,0,0,4,0,2,0,1,0,162,6,204.993,F,307
78F82,6001-10000 Lbs,1,1,4,0,0,5,0,1,0,1,0,161,82,85.538,F,334
78G50,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,149,50,471.949,G,261
78G72,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,158,72,462.328,G,282
78G79,6000 lbs & Under,1,1,2,0,0,1,0,1,0,1,0,145,79,196.499,G,239
78G79,6001-10000 Lbs,2,2,4,0,0,5,0,1,0,1,0,173,79,196.499,G,357
78H73,Passenger Vehicle,2,2,2,0,0,6,0,2,0,1,0,143,73,2664.857,H,252
78H76,6000 lbs & Under,1,1,3,0,0,1,0,1,0,1,0,138,76,192.495,H,247
78J49,6001-10000 Lbs,1,1,6,0,0,2,0,2,0,1,0,167,49,8.113,J,295
78K43,Passenger Vehicle,1,1,6,0,0,4,0,2,0,1,0,150,43,34.906,K,265
78K43,Passenger Vehicle,2,2,2,0,0,4,0,2,0,1,0,144,43,34.906,K,243
78K43,6000 lbs & Under,3,3,4,0,0,5,0,2,0,1,0,162,43,34.906,K,288
78K74,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,146,74,9.057,K,255
78K75,6000 lbs & Under,1,1,2,0,0,1,0,2,0,1,0,147,75,32.67,K,269
78K78,6001-10000 Lbs,2,2,2,4,0,5,1,1,1,1,1,165,78,182.744,K,353
79B45,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,152,45,19.185,B,282
79C47,Passenger Vehicle,1,1,7,0,0,1,0,1,0,1,0,157,47,128.343,C,247
79C47,Passenger Vehicle,2,2,2,0,0,5,0,1,0,1,0,149,47,128.343,C,267
79C50,6000 lbs & Under,1,1,2,0,0,5,0,2,0,1,0,142,50,6.594,C,272
79C50,Passenger Vehicle,2,2,3,0,0,4,0,2,0,1,0,150,50,6.594,C,272
79D4,6000 lbs & Under,1,1,4,0,0,4,0,1,0,1,0,155,4,103.729,D,303
79D48,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,160,48,4198.652,D,291
7.90E+13,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,157,12,84.4,E,281
7.90E+03,6001-10000 Lbs,1,1,4,0,0,5,0,2,0,1,0,175,2,351.369,E,357
7.90E+80,Passenger Vehicle,2,2,2,0,0,1,0,1,0,1,0,147,79,325.558,E,260
7.90E+82,6001-10000 Lbs,2,2,4,0,0,4,0,2,0,1,0,172,81,307.604,E,357
79F43,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,151,43,669.656,F,263
79F43,6000 lbs & Under,2,2,2,0,0,5,0,2,0,1,0,142,43,669.656,F,272
79F75,6000 lbs & Under,1,1,2,0,0,1,0,2,0,1,0,145,75,1537.619,F,258
79F75,6001-10000 Lbs,2,2,4,0,0,5,0,1,0,1,0,165,75,1537.619,F,353
79F75,6000 lbs & Under,3,3,2,0,0,5,0,2,0,1,0,158,75,1537.619,F,287
79F8,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,142,8,611.861,F,263
79F8,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,158,8,611.861,F,287
79G5,6000 lbs & Under,1,1,2,0,0,5,0,2,0,1,0,156,5,1864.044,G,262
79H13,6000 lbs & Under,1,1,7,0,0,5,0,2,0,1,0,160,13,816.943,H,307
79H13,Passenger Vehicle,2,2,7,0,0,4,0,1,0,1,0,141,13,816.943,H,263
79H78,Passenger Vehicle,1,1,2,0,0,1,0,1,0,1,0,160,78,12574.2,H,291
79H82,6000 lbs & Under,1,1,2,0,0,5,0,1,0,1,0,153,82,269.834,H,262
79J41,Passenger Vehicle,1,1,4,0,0,5,0,2,0,1,0,146,41,22.273,J,247
79J76,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,156,76,108.022,J,281
79J76,6000 lbs & Under,2,2,2,0,0,1,0,2,0,1,0,148,76,108.022,J,237
79J9,Passenger Vehicle,1,1,3,0,0,6,0,2,0,1,0,147,9,8.399,J,262
79K11,6000 lbs & Under,1,1,2,0,0,5,0,2,0,1,0,149,11,31.545,K,283
79K11,Passenger Vehicle,2,2,2,0,0,5,0,2,0,1,0,142,11,31.545,K,250
79K49,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,148,49,9.936,K,262
79K49,6000 lbs & Under,2,2,3,0,0,1,0,1,0,1,0,140,49,9.936,K,248
79K72,6001-10000 Lbs,2,2,4,0,0,5,0,1,0,1,0,175,72,13.048,K,408
79K73,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,159,73,23.917,K,285
7C47,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,154,47,128.343,C,267
7C47,6000 lbs & Under,2,2,2,0,0,1,0,1,0,1,0,147,47,128.343,C,258
7C72,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,145,72,20.981,C,264
7C75,6001-10000 Lbs,1,1,2,0,0,5,0,1,0,1,0,157,75,32.357,C,294
7C75,6001-10000 Lbs,2,2,4,0,0,5,0,2,0,1,0,167,75,32.357,C,326
7C75,6000 lbs & Under,3,3,3,0,0,4,0,2,0,1,0,149,75,32.357,C,253
7C75,6001-10000 Lbs,4,4,4,0,0,5,0,2,0,2,0,174,75,32.357,C,397
7C9,Passenger Vehicle,1,1,3,0,0,4,0,2,0,1,0,148,9,20.701,C,262
7D11,6000 lbs & Under,1,1,4,0,0,5,0,1,0,1,0,139,11,46.911,D,275
7.00E+04,6000 lbs & Under,1,1,2,0,0,5,0,1,0,1,0,152,4,90.218,E,270
7.00E+04,6000 lbs & Under,2,2,3,0,0,6,0,1,0,1,0,155,4,90.218,E,289
7.00E+08,6000 lbs & Under,1,1,4,0,0,5,0,1,0,1,0,162,8,607.648,E,303
7.00E+08,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,150,8,607.648,E,271
7F13,6000 lbs & Under,1,1,4,0,0,5,0,2,0,1,0,160,13,216.099,F,333
7F13,6000 lbs & Under,2,2,4,0,0,4,0,1,0,1,0,155,13,216.099,F,303
7F41,6000 lbs & Under,2,2,5,0,0,6,0,1,0,1,0,152,41,729.973,F,265
7F43,6000 lbs & Under,2,2,2,0,0,1,0,2,0,1,0,147,43,245.669,F,258
7F43,Passenger Vehicle,3,3,2,0,0,4,0,2,0,1,0,157,43,245.669,F,281
7F50,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,157,50,331.385,F,276
7F50,Passenger Vehicle,2,2,3,0,0,4,0,2,0,1,0,149,50,331.385,F,262
7F50,6001-10000 Lbs,3,3,4,0,0,5,0,2,0,1,0,167,50,331.385,F,365
7G74,Passenger Vehicle,1,1,3,0,0,4,0,2,0,1,0,145,74,227.676,G,264
7G74,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,149,74,227.676,G,273
7H12,Passenger Vehicle,1,1,2,0,0,5,0,1,0,1,0,153,12,1043.503,H,274
7H12,6001-10000 Lbs,2,2,2,0,0,5,0,1,0,1,0,170,12,1043.503,H,352
7H2,6000 lbs & Under,1,1,2,0,0,4,0,1,0,1,0,153,2,3267.682,H,262
7H5,6000 lbs & Under,1,1,4,0,0,5,0,2,0,1,0,146,5,2128.853,H,318
7K45,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,147,45,33.088,K,266
7K48,6000 lbs & Under,2,2,5,0,0,6,0,1,0,1,0,165,48,173.097,K,329
7K48,Passenger Vehicle,1,1,3,0,0,1,0,1,0,1,0,162,48,173.097,K,247
7K49,6000 lbs & Under,1,1,1,0,0,1,0,2,0,1,0,145,49,21.553,K,237
7K76,6001-10000 Lbs,1,1,4,0,0,5,0,1,0,1,0,156,76,124.102,K,298
7K81,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,151,81,26.083,K,280
80A75,6001-10000 Lbs,1,1,4,0,0,5,0,2,0,1,0,173,75,32.688,A,357
80C47,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,152,47,76.903,C,260
80D13,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,143,13,114.421,D,246
80D74,6001-10000 Lbs,1,1,4,0,0,5,0,2,0,1,0,168,74,36.227,D,298
80D74,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,149,74,36.227,D,273
8.00E+50,Passenger Vehicle,2,2,2,0,0,4,0,2,0,1,0,152,49,130.349,E,260
8.00E+06,6000 lbs & Under,1,1,2,0,0,4,0,2,0,1,0,162,5,430.961,E,307
8.00E+51,Passenger Vehicle,1,1,3,0,0,1,0,1,0,1,0,153,50,67.583,E,257
8.00E+51,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,146,50,67.583,E,261
8.00E+51,Passenger Vehicle,3,3,2,0,0,4,0,2,0,1,0,153,50,67.583,E,274
8.00E+73,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,153,72,76.411,E,274
8.00E+73,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,148,72,76.411,E,272
80F11,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,154,11,528.183,F,287
80F11,6000 lbs & Under,3,3,2,4,0,1,4,1,1,1,1,174,11,528.183,F,338
80F12,6001-10000 Lbs,1,1,4,0,0,5,0,2,0,1,0,173,12,286.823,F,342
80F12,6000 lbs & Under,2,2,4,0,0,5,0,2,0,1,0,148,12,286.823,F,320
80F2,Passenger Vehicle,1,1,4,0,0,4,0,1,0,1,0,148,2,616.176,F,237
80F45,6000 lbs & Under,1,1,4,0,0,4,0,1,0,1,0,139,45,2992.721,F,275
80G6,6000 lbs & Under,1,1,3,0,0,6,0,2,0,1,0,154,6,234.968,G,289
80G8,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,150,8,868.002,G,271
80G8,6000 lbs & Under,2,2,2,0,0,4,0,1,0,1,0,154,8,868.002,G,262
80H43,6000 lbs & Under,1,1,4,2,0,5,1,1,1,1,1,167,43,3008.617,H,297
80H43,Passenger Vehicle,2,2,2,0,0,4,0,2,0,1,0,150,43,3008.617,H,267
80H81,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,152,81,2691.875,H,274
80J82,6000 lbs & Under,1,1,4,0,0,5,0,1,0,1,0,150,82,3.445,J,310
80J82,6000 lbs & Under,2,2,2,0,0,5,0,1,0,1,0,149,82,3.445,J,270
80J9,6001-10000 Lbs,1,1,4,0,0,5,0,1,0,1,0,165,9,8.399,J,353
80J9,Passenger Vehicle,2,2,2,0,0,4,0,2,0,1,0,155,9,8.399,J,289
80K4,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,146,4,16.183,K,264
80K4,Passenger Vehicle,2,2,2,0,0,5,0,1,0,1,0,146,4,16.183,K,266
80K41,6001-10000 Lbs,1,1,4,0,0,5,0,1,0,1,0,170,41,28.025,K,320
80K41,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,145,41,28.025,K,272
80K48,Passenger Vehicle,1,1,1,0,0,1,0,1,0,1,0,155,48,349.888,K,309
80K48,6000 lbs & Under,2,2,4,0,0,5,0,1,0,1,0,141,48,349.888,K,262
80K73,6000 lbs & Under,1,1,2,0,0,2,0,1,0,1,0,149,73,23.917,K,284
80K76,6001-10000 Lbs,1,1,4,0,0,5,0,2,0,1,0,170,76,119.713,K,320
80K76,6001-10000 Lbs,2,2,4,0,0,5,0,1,0,1,0,168,76,119.713,K,399
80K78,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,152,78,74.006,K,261
81B75,6000 lbs & Under,1,1,2,0,0,5,0,1,0,1,0,151,75,32.688,B,268
81B81,Passenger Vehicle,1,1,8,0,0,8,0,2,0,1,0,123,81,20.997,B,211
81B9,Passenger Vehicle,1,1,3,0,0,6,0,2,0,1,0,157,9,12.659,B,281
81C41,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,157,41,46.497,C,274
81D13,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,155,13,114.421,D,257
81D47,6000 lbs & Under,1,1,4,0,0,5,0,2,0,1,0,148,47,786.155,D,274
81D47,6000 lbs & Under,2,2,2,0,0,5,0,1,0,1,0,142,47,786.155,D,272
8.10E+03,Passenger Vehicle,1,1,2,0,0,8,0,2,0,1,0,150,2,60.595,E,270
8.10E+07,Passenger Vehicle,1,1,3,0,0,4,0,2,0,1,0,155,6,113.773,E,276
8.10E+79,6000 lbs & Under,2,2,4,0,0,5,0,1,0,1,0,170,78,199.733,E,398
81F49,6000 lbs & Under,1,1,4,0,0,5,0,2,0,1,0,140,49,607.516,F,275
81F5,Passenger Vehicle,1,1,3,0,0,4,0,2,0,1,0,145,5,856.509,F,263
81F50,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,146,50,176.942,F,247
81F8,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,142,8,601.893,F,240
81F82,6001-10000 Lbs,1,1,2,0,0,5,0,1,0,1,0,154,82,158.671,F,285
81F82,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,147,82,158.671,F,260
81G74,Passenger Vehicle,1,1,6,0,0,7,0,2,0,1,0,159,74,358.545,G,289
81G74,6000 lbs & Under,2,2,4,0,0,5,0,1,0,1,0,142,74,358.545,G,312
81H11,Passenger Vehicle,1,1,2,0,0,7,0,1,0,1,0,152,11,1711.501,H,269
81H12,Passenger Vehicle,1,1,3,0,0,4,0,2,0,1,0,151,12,722.593,H,267
81H76,6000 lbs & Under,2,2,5,0,0,6,0,1,0,1,0,146,76,990.063,H,281
81K45,6000 lbs & Under,1,1,4,0,0,5,0,1,0,1,0,146,45,33.307,K,318
81K45,6000 lbs & Under,2,2,7,0,0,4,0,1,0,1,0,144,45,33.307,K,265
81K48,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,150,48,349.888,K,262
82B11,6000 lbs & Under,1,1,4,0,0,5,0,2,0,1,0,162,11,41.87,B,288
82B74,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,147,74,8.38,B,266
82C48,Passenger Vehicle,1,1,3,0,0,4,0,2,0,1,0,153,48,536.198,C,271
82C48,Passenger Vehicle,2,2,3,0,0,4,0,2,0,1,0,155,48,536.198,C,287
82D72,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,141,72,91.808,D,257
8.20E+44,Passenger Vehicle,2,2,3,0,0,4,0,2,0,2,0,150,43,185.028,E,252
8.20E+07,Passenger Vehicle,2,2,2,0,0,4,0,2,0,1,0,147,6,113.773,E,256
8.20E+74,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,151,73,746.439,E,272
8.20E+74,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,157,73,746.439,E,276
82F2,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,143,2,106.261,F,263
82G13,6000 lbs & Under,1,1,4,0,0,5,0,2,0,1,0,152,13,1765.871,G,312
82G13,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,153,13,1765.871,G,274
82G5,6000 lbs & Under,2,2,3,0,0,6,0,2,0,1,0,155,5,1215.067,G,289
82H49,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,145,49,1446.077,H,250
82H49,Passenger Vehicle,2,2,5,0,0,4,0,1,0,1,0,157,49,1446.077,H,276
82H75,6000 lbs & Under,1,1,2,0,0,1,0,1,0,1,0,151,75,8451.961,H,269
82H75,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,146,75,8451.961,H,255
82H8,6000 lbs & Under,2,2,3,0,0,1,0,1,0,1,0,142,8,1938.569,H,265
82H82,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,150,82,500.531,H,261
82J41,6000 lbs & Under,1,1,2,0,0,5,0,2,0,1,0,170,41,20.342,J,270
82J41,Passenger Vehicle,3,3,1,0,0,1,0,1,0,1,0,151,41,20.342,J,249
82J41,Passenger Vehicle,4,4,3,0,0,4,0,2,0,1,0,149,41,20.342,J,272
82J41,Passenger Vehicle,5,5,2,0,0,4,0,2,0,1,0,157,41,20.342,J,274
82J9,6000 lbs & Under,1,1,7,0,0,6,0,2,0,1,0,152,9,6.874,J,265
82J9,Passenger Vehicle,2,2,2,0,0,5,0,2,0,1,0,155,9,6.874,J,270
82K12,6000 lbs & Under,1,1,2,0,0,4,0,2,0,1,0,145,12,27.456,K,272
82K4,6000 lbs & Under,2,2,4,0,0,5,0,1,0,1,0,160,4,16.183,K,303
82K45,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,154,45,33.307,K,291
82K45,6000 lbs & Under,2,2,4,0,0,5,0,1,0,1,0,146,45,33.307,K,274
82K76,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,152,76,119.713,K,274
82K76,Passenger Vehicle,2,2,2,0,0,4,0,2,0,1,0,153,76,119.713,K,274
82K79,Passenger Vehicle,1,1,3,0,0,1,0,1,0,1,0,153,79,9.004,K,257
82K81,6000 lbs & Under,1,1,4,0,0,5,0,1,0,1,0,147,81,19.45,K,289
82K81,6001-10000 Lbs,2,2,4,2,0,5,1,2,1,2,2,176,81,19.45,K,338
83A82,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,15,147,82,3.114,A,262
83A82,6000 lbs & Under,2,2,2,0,0,5,0,2,0,1,0,170,82,3.114,A,295
83B45,6000 lbs & Under,1,1,2,0,0,4,0,1,0,1,0,149,45,16.241,B,258
83C9,Passenger Vehicle,2,2,2,0,0,4,0,2,0,1,0,155,9,8.607,C,272
83C9,Passenger Vehicle,3,3,2,0,0,4,0,2,0,1,0,151,9,8.607,C,272
83C9,Passenger Vehicle,4,4,2,0,0,4,0,2,0,1,0,153,9,8.607,C,266
83D13,Passenger Vehicle,1,1,3,0,0,4,0,2,0,1,0,149,13,64.523,D,262
83D13,Passenger Vehicle,2,2,2,0,0,1,0,1,0,1,0,152,13,64.523,D,286
83D74,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,151,74,25.479,D,272
83D74,Passenger Vehicle,2,2,1,0,0,1,0,1,0,1,0,155,74,25.479,D,308
8.30E+12,6001-10000 Lbs,1,1,2,0,0,1,0,2,0,1,0,174,11,260.432,E,348
8.30E+13,6000 lbs & Under,1,1,6,0,0,5,0,2,0,1,0,160,12,70.711,E,285
8.30E+44,Passenger Vehicle,1,1,3,0,0,3,0,2,0,1,0,153,43,185.028,E,257
8.30E+80,Passenger Vehicle,3,3,2,0,0,1,0,1,0,1,0,154,79,85.95,E,257
83F2,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,142,2,106.261,F,238
83F4,6000 lbs & Under,2,2,2,0,0,1,0,1,0,1,0,145,4,179.342,F,258
83F6,Passenger Vehicle,2,2,3,0,0,4,0,2,0,1,0,145,6,280.525,F,264
83F76,6001-10000 Lbs,1,1,4,0,0,5,0,1,0,1,0,172,76,239.053,F,352
83J50,Passenger Vehicle,1,1,3,0,0,4,0,2,0,1,0,145,50,6.594,J,264
83J50,6000 lbs & Under,2,2,2,0,0,5,0,1,0,1,0,148,50,6.594,J,259
83J75,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,148,75,32.357,J,262
83J75,6000 lbs & Under,3,3,4,0,0,5,0,1,0,1,0,146,75,32.357,J,262
83K41,Passenger Vehicle,1,1,2,0,0,5,0,1,0,1,0,155,41,19.108,K,289
83K48,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,145,48,279.264,K,250
83K48,6001-10000 Lbs,3,3,2,0,0,5,0,2,0,1,0,162,48,279.264,K,298
83K48,6000 lbs & Under,4,4,2,0,0,5,0,2,0,1,0,158,48,279.264,K,287
83K49,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,148,49,9.936,K,262
83K49,6001-10000 Lbs,2,2,2,0,0,5,0,2,0,1,0,162,49,9.936,K,285
83K5,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,146,5,168.405,K,243
83K5,6000 lbs & Under,2,2,2,0,0,1,0,1,0,1,0,151,5,168.405,K,269
83K8,6000 lbs & Under,1,1,4,0,0,4,0,1,0,1,0,155,8,794.066,K,285
84C47,Passenger Vehicle,1,1,3,0,0,4,0,2,0,1,0,150,47,169.56,C,271
84C47,Passenger Vehicle,2,2,2,0,0,4,0,2,0,1,0,156,47,169.56,C,281
84C50,Passenger Vehicle,1,1,2,0,0,5,0,1,0,1,0,148,50,6.594,C,272
84C75,6000 lbs & Under,1,1,2,0,0,1,0,2,0,1,0,149,75,32.357,C,269
84C75,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,146,75,32.357,C,246
84C75,6001-10000 Lbs,3,3,2,0,0,5,0,1,0,1,0,170,75,32.357,C,302
84C75,6001-10000 Lbs,4,4,4,0,0,5,0,1,0,1,0,165,75,32.357,C,353
8.40E+07,Passenger Vehicle,1,1,2,0,0,4,0,1,0,1,0,156,6,95.822,E,272
8.40E+09,Passenger Vehicle,1,1,3,0,0,4,0,1,0,1,0,157,8,1297.537,E,276
8.40E+09,6000 lbs & Under,2,2,2,0,0,5,0,1,0,1,0,153,8,1297.537,E,263
84F12,6001-10000 Lbs,1,1,4,2,0,5,1,1,1,1,1,164,12,240.304,F,338
84F12,Passenger Vehicle,2,2,2,0,0,4,0,2,0,1,0,158,12,240.304,F,287
84F13,6000 lbs & Under,1,1,2,0,0,1,0,1,0,1,0,147,13,126.058,F,269
84F13,Passenger Vehicle,2,2,3,0,0,4,0,1,0,1,0,146,13,126.058,F,264
84F43,6000 lbs & Under,1,1,6,0,0,5,0,2,0,1,0,142,43,241.105,F,272
84F74,6000 lbs & Under,1,1,4,0,0,4,0,1,0,1,0,162,74,216.993,F,307
84F74,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,152,74,216.993,F,262
84F79,Passenger Vehicle,2,2,2,0,0,1,0,1,0,1,0,154,79,159.619,F,257
84F9,6001-10000 Lbs,1,1,2,0,0,5,0,1,0,1,0,166,9,658.799,F,303
84G11,6001-10000 Lbs,1,1,2,0,0,5,0,2,0,1,0,170,11,1121.092,G,302
84G4,Passenger Vehicle,2,2,2,0,0,4,0,1,0,1,0,153,4,740.173,G,274
84G82,Passenger Vehicle,1,1,2,0,0,4,0,2,0,1,0,143,82,173.332,G,260
84G82,Passenger Vehicle,2,2,3,0,0,1,0,1,0,1,0,154,82,173.332,G,257
84H76,6000 lbs & Under,2,2,5,0,0,6,0,2,0,1,0,145,76,222.331,H,262
84J2,Passenger Vehicle,1,1,3,0,0,4,0,2,0,1,0,148,2,43.46,J,260
